Ejercicio;cdcdad;nomcdad010;cdprov;nomprov010;cdcorp;nomcorp;ImpDeudViva
2015;01;ANDALUCIA;04;ALMERIA;059;Lubrín                                                                ;819
2015;01;ANDALUCIA;04;ALMERIA;060;Lucainena de las Torres                                               ;52
2015;01;ANDALUCIA;04;ALMERIA;061;Lúcar                                                                 ;429
2015;01;ANDALUCIA;04;ALMERIA;062;Macael                                                                ;12.234
2015;01;ANDALUCIA;04;ALMERIA;063;María                                                                 ;543
2015;01;ANDALUCIA;04;ALMERIA;064;Mojácar                                                               ;3.125
2015;01;ANDALUCIA;04;ALMERIA;065;Nacimiento                                                            ;0
2015;01;ANDALUCIA;04;ALMERIA;066;Níjar                                                                 ;18.778
2015;01;ANDALUCIA;04;ALMERIA;067;Ohanes                                                                ;72
2015;01;ANDALUCIA;04;ALMERIA;068;Olula de Castro                                                       ;115
2015;01;ANDALUCIA;04;ALMERIA;069;Olula del Río                                                         ;2.593
2015;01;ANDALUCIA;04;ALMERIA;070;Oria                                                                  ;1.978
2015;01;ANDALUCIA;04;ALMERIA;071;Padules                                                               ;104
2015;01;ANDALUCIA;04;ALMERIA;072;Partaloa                                                              ;542
2015;01;ANDALUCIA;04;ALMERIA;073;Paterna del Río                                                       ;152
2015;01;ANDALUCIA;04;ALMERIA;074;Pechina                                                               ;45
2015;01;ANDALUCIA;04;ALMERIA;075;Pulpí                                                                 ;5.415
2015;01;ANDALUCIA;04;ALMERIA;076;Purchena                                                              ;664
2015;01;ANDALUCIA;04;ALMERIA;077;Rágol                                                                 ;257
2015;01;ANDALUCIA;04;ALMERIA;078;Rioja                                                                 ;0
2015;01;ANDALUCIA;04;ALMERIA;079;Roquetas de Mar                                                       ;7.000
2015;01;ANDALUCIA;04;ALMERIA;080;Santa Cruz de Marchena                                                ;0
2015;01;ANDALUCIA;04;ALMERIA;081;Santa Fe de Mondújar                                                  ;0
2015;01;ANDALUCIA;04;ALMERIA;082;Senés                                                                 ;63
2015;01;ANDALUCIA;04;ALMERIA;083;Serón                                                                 ;432
2015;01;ANDALUCIA;04;ALMERIA;084;Sierro                                                                ;61
2015;01;ANDALUCIA;04;ALMERIA;085;Somontín                                                              ;0
2015;01;ANDALUCIA;04;ALMERIA;086;Sorbas                                                                ;1.906
2015;01;ANDALUCIA;04;ALMERIA;087;Suflí                                                                 ;90
2015;01;ANDALUCIA;04;ALMERIA;088;Tabernas                                                              ;701
2015;01;ANDALUCIA;04;ALMERIA;089;Taberno                                                               ;96
2015;01;ANDALUCIA;04;ALMERIA;090;Tahal                                                                 ;125
2015;01;ANDALUCIA;04;ALMERIA;091;Terque                                                                ;120
2015;01;ANDALUCIA;04;ALMERIA;092;Tíjola                                                                ;0
2015;01;ANDALUCIA;04;ALMERIA;093;Turre                                                                 ;7.455
2015;01;ANDALUCIA;04;ALMERIA;094;Turrillas                                                             ;167
2015;01;ANDALUCIA;04;ALMERIA;095;Uleila del Campo                                                      ;116
2015;01;ANDALUCIA;04;ALMERIA;096;Urrácal                                                               ;0
2015;01;ANDALUCIA;04;ALMERIA;097;Velefique                                                             ;0
2015;01;ANDALUCIA;04;ALMERIA;098;Vélez-Blanco                                                          ;519
2015;01;ANDALUCIA;04;ALMERIA;099;Vélez-Rubio                                                           ;5.861
2015;01;ANDALUCIA;04;ALMERIA;100;Vera                                                                  ;7.628
2015;01;ANDALUCIA;04;ALMERIA;101;Viator                                                                ;0
2015;01;ANDALUCIA;04;ALMERIA;102;Vícar                                                                 ;17.010
2015;01;ANDALUCIA;04;ALMERIA;103;Zurgena                                                               ;940
2015;01;ANDALUCIA;04;ALMERIA;901;Tres Villas (Las)                                                     ;0
2015;01;ANDALUCIA;04;ALMERIA;902;Ejido (El)                                                            ;173.463
2015;01;ANDALUCIA;04;ALMERIA;903;Mojonera (La)                                                         ;4.791
2015;01;ANDALUCIA;11;CADIZ;001;Alcalá de los Gazules                                                 ;4.762
2015;01;ANDALUCIA;11;CADIZ;002;Alcalá del Valle                                                      ;120
2015;01;ANDALUCIA;11;CADIZ;003;Algar                                                                 ;534
2015;01;ANDALUCIA;11;CADIZ;004;Algeciras                                                             ;182.466
2015;01;ANDALUCIA;11;CADIZ;005;Algodonales                                                           ;6.529
2015;01;ANDALUCIA;11;CADIZ;006;Arcos de la Frontera                                                  ;26.101
2015;01;ANDALUCIA;11;CADIZ;007;Barbate                                                               ;23.045
2015;01;ANDALUCIA;11;CADIZ;008;Barrios (Los)                                                         ;133.551
2015;01;ANDALUCIA;11;CADIZ;009;Benaocaz                                                              ;40
2015;01;ANDALUCIA;11;CADIZ;010;Bornos                                                                ;2.262
2015;01;ANDALUCIA;11;CADIZ;011;Bosque (El)                                                           ;1.127
2015;01;ANDALUCIA;11;CADIZ;012;Cádiz                                                                 ;197.214
2015;01;ANDALUCIA;11;CADIZ;013;Castellar de la Frontera                                              ;527
2015;01;ANDALUCIA;11;CADIZ;014;Conil de la Frontera                                                  ;19.940
2015;01;ANDALUCIA;11;CADIZ;015;Chiclana de la Frontera                                               ;106.252
2015;01;ANDALUCIA;11;CADIZ;016;Chipiona                                                              ;35.946
2015;01;ANDALUCIA;11;CADIZ;017;Espera                                                                ;2.023
2015;01;ANDALUCIA;11;CADIZ;018;Gastor (El)                                                           ;0
2015;01;ANDALUCIA;11;CADIZ;019;Grazalema                                                             ;143
2015;01;ANDALUCIA;11;CADIZ;020;Jerez de la Frontera                                                  ;515.729
2015;01;ANDALUCIA;11;CADIZ;021;Jimena de la Frontera                                                 ;3.880
2015;01;ANDALUCIA;11;CADIZ;022;Línea de la Concepción (La)                                           ;132.411
2015;01;ANDALUCIA;11;CADIZ;023;Medina-Sidonia                                                        ;4.130
2015;01;ANDALUCIA;11;CADIZ;024;Olvera                                                                ;130
2015;01;ANDALUCIA;11;CADIZ;025;Paterna de Rivera                                                     ;3.871
2015;01;ANDALUCIA;11;CADIZ;026;Prado del Rey                                                         ;5.583
2015;01;ANDALUCIA;11;CADIZ;027;Puerto de Santa María (El)                                            ;125.378
2015;01;ANDALUCIA;11;CADIZ;028;Puerto Real                                                           ;72.325
2015;01;ANDALUCIA;11;CADIZ;029;Puerto Serrano                                                        ;3.152
2015;01;ANDALUCIA;11;CADIZ;030;Rota                                                                  ;37.279
2015;01;ANDALUCIA;11;CADIZ;031;San Fernando                                                          ;44.791
2015;01;ANDALUCIA;11;CADIZ;032;Sanlúcar de Barrameda                                                 ;48.444
2015;01;ANDALUCIA;11;CADIZ;033;San Roque                                                             ;18.413
2015;01;ANDALUCIA;11;CADIZ;034;Setenil de las Bodegas                                                ;877
2015;01;ANDALUCIA;11;CADIZ;035;Tarifa                                                                ;8.338
2015;01;ANDALUCIA;11;CADIZ;036;Torre Alháquime                                                       ;81
2015;01;ANDALUCIA;11;CADIZ;037;Trebujena                                                             ;11.066
2015;01;ANDALUCIA;11;CADIZ;038;Ubrique                                                               ;5.600
2015;01;ANDALUCIA;11;CADIZ;039;Vejer de la Frontera                                                  ;6.288
2015;01;ANDALUCIA;11;CADIZ;040;Villaluenga del Rosario                                               ;252
2015;01;ANDALUCIA;11;CADIZ;041;Villamartín                                                           ;20.627
2015;01;ANDALUCIA;11;CADIZ;042;Zahara                                                                ;1.736
2015;01;ANDALUCIA;11;CADIZ;901;Benalup-Casas Viejas                                                  ;7.243
2015;01;ANDALUCIA;11;CADIZ;902;San José del Valle                                                    ;1.186
2015;01;ANDALUCIA;14;CORDOBA;001;Adamuz                                                                ;1.389
2015;01;ANDALUCIA;14;CORDOBA;002;Aguilar de la Frontera                                                ;86
2015;01;ANDALUCIA;14;CORDOBA;003;Alcaracejos                                                           ;185
2015;01;ANDALUCIA;14;CORDOBA;004;Almedinilla                                                           ;196
2015;01;ANDALUCIA;14;CORDOBA;005;Almodóvar del Río                                                     ;5.234
2015;01;ANDALUCIA;14;CORDOBA;006;Añora                                                                 ;495
2015;01;ANDALUCIA;14;CORDOBA;007;Baena                                                                 ;11.106
2015;01;ANDALUCIA;14;CORDOBA;008;Belalcázar                                                            ;1.464
2015;01;ANDALUCIA;14;CORDOBA;009;Belmez                                                                ;1.537
2015;01;ANDALUCIA;14;CORDOBA;010;Benamejí                                                              ;1.968
2015;01;ANDALUCIA;14;CORDOBA;011;Blázquez (Los)                                                        ;373
2015;01;ANDALUCIA;14;CORDOBA;012;Bujalance                                                             ;1.527
2015;01;ANDALUCIA;14;CORDOBA;013;Cabra                                                                 ;3.727
2015;01;ANDALUCIA;14;CORDOBA;014;Cañete de las Torres                                                  ;1.977
2015;01;ANDALUCIA;14;CORDOBA;015;Carcabuey                                                             ;227
2015;01;ANDALUCIA;14;CORDOBA;016;Cardeña                                                               ;0
2015;01;ANDALUCIA;14;CORDOBA;017;Carlota (La)                                                          ;5.902
2015;01;ANDALUCIA;14;CORDOBA;018;Carpio (El)                                                           ;727
2015;01;ANDALUCIA;14;CORDOBA;019;Castro del Río                                                        ;1.505
2015;01;ANDALUCIA;14;CORDOBA;020;Conquista                                                             ;0
2015;01;ANDALUCIA;14;CORDOBA;021;Córdoba                                                               ;238.307
2015;01;ANDALUCIA;14;CORDOBA;022;Doña Mencía                                                           ;1.547
2015;01;ANDALUCIA;14;CORDOBA;023;Dos Torres                                                            ;712
2015;01;ANDALUCIA;14;CORDOBA;024;Encinas Reales                                                        ;1.018
2015;01;ANDALUCIA;14;CORDOBA;025;Espejo                                                                ;2.174
2015;01;ANDALUCIA;14;CORDOBA;026;Espiel                                                                ;785
2015;01;ANDALUCIA;14;CORDOBA;027;Fernán-Núñez                                                          ;123
2015;01;ANDALUCIA;14;CORDOBA;028;Fuente la Lancha                                                      ;34
2015;01;ANDALUCIA;14;CORDOBA;029;Fuente Obejuna                                                        ;978
2015;01;ANDALUCIA;14;CORDOBA;030;Fuente Palmera                                                        ;3.271
2015;01;ANDALUCIA;14;CORDOBA;031;Fuente-Tójar                                                          ;0
2015;01;ANDALUCIA;14;CORDOBA;032;Granjuela (La)                                                        ;0
2015;01;ANDALUCIA;14;CORDOBA;033;Guadalcázar                                                           ;290
2015;01;ANDALUCIA;14;CORDOBA;034;Guijo (El)                                                            ;497
2015;01;ANDALUCIA;14;CORDOBA;035;Hinojosa del Duque                                                    ;1.498
2015;01;ANDALUCIA;14;CORDOBA;036;Hornachuelos                                                          ;1.241
2015;01;ANDALUCIA;14;CORDOBA;037;Iznájar                                                               ;157
2015;01;ANDALUCIA;14;CORDOBA;038;Lucena                                                                ;19.691
2015;01;ANDALUCIA;14;CORDOBA;039;Luque                                                                 ;683
2015;01;ANDALUCIA;14;CORDOBA;040;Montalbán de Córdoba                                                  ;283
2015;01;ANDALUCIA;14;CORDOBA;041;Montemayor                                                            ;0
2015;01;ANDALUCIA;14;CORDOBA;042;Montilla                                                              ;14.170
2015;01;ANDALUCIA;14;CORDOBA;043;Montoro                                                               ;5.193
2015;01;ANDALUCIA;14;CORDOBA;044;Monturque                                                             ;0
2015;01;ANDALUCIA;14;CORDOBA;045;Moriles                                                               ;0
2015;01;ANDALUCIA;14;CORDOBA;046;Nueva Carteya                                                         ;1.135
2015;01;ANDALUCIA;14;CORDOBA;047;Obejo                                                                 ;341
2015;01;ANDALUCIA;14;CORDOBA;048;Palenciana                                                            ;269
2015;01;ANDALUCIA;14;CORDOBA;049;Palma del Río                                                         ;10.196
2015;01;ANDALUCIA;14;CORDOBA;050;Pedro Abad                                                            ;639
2015;01;ANDALUCIA;14;CORDOBA;051;Pedroche                                                              ;346
2015;01;ANDALUCIA;14;CORDOBA;052;Peñarroya-Pueblonuevo                                                 ;2.902
2015;01;ANDALUCIA;14;CORDOBA;053;Posadas                                                               ;532
2015;01;ANDALUCIA;14;CORDOBA;054;Pozoblanco                                                            ;3.993
2015;01;ANDALUCIA;14;CORDOBA;055;Priego de Córdoba                                                     ;12.043
2015;01;ANDALUCIA;14;CORDOBA;056;Puente Genil                                                          ;8.472
2015;01;ANDALUCIA;14;CORDOBA;057;Rambla (La)                                                           ;808
2015;01;ANDALUCIA;14;CORDOBA;058;Rute                                                                  ;5.811
2015;01;ANDALUCIA;14;CORDOBA;059;San Sebastián de los Ballesteros                                      ;170
2015;01;ANDALUCIA;14;CORDOBA;060;Santaella                                                             ;830
2015;01;ANDALUCIA;14;CORDOBA;061;Santa Eufemia                                                         ;146
2015;01;ANDALUCIA;14;CORDOBA;062;Torrecampo                                                            ;0
2015;01;ANDALUCIA;14;CORDOBA;063;Valenzuela                                                            ;317
2015;01;ANDALUCIA;14;CORDOBA;064;Valsequillo                                                           ;0
2015;01;ANDALUCIA;14;CORDOBA;065;Victoria (La)                                                         ;0
2015;01;ANDALUCIA;14;CORDOBA;066;Villa del Río                                                         ;2.482
2015;01;ANDALUCIA;14;CORDOBA;067;Villafranca de Córdoba                                                ;314
2015;01;ANDALUCIA;14;CORDOBA;068;Villaharta                                                            ;226
2015;01;ANDALUCIA;14;CORDOBA;069;Villanueva de Córdoba                                                 ;547
2015;01;ANDALUCIA;14;CORDOBA;070;Villanueva del Duque                                                  ;125
2015;01;ANDALUCIA;14;CORDOBA;071;Villanueva del Rey                                                    ;12
2015;01;ANDALUCIA;14;CORDOBA;072;Villaralto                                                            ;70
2015;01;ANDALUCIA;14;CORDOBA;073;Villaviciosa de Córdoba                                               ;0
2015;01;ANDALUCIA;14;CORDOBA;074;Viso (El)                                                             ;551
2015;01;ANDALUCIA;14;CORDOBA;075;Zuheros                                                               ;112
2015;01;ANDALUCIA;18;GRANADA;001;Agrón                                                                 ;0
2015;01;ANDALUCIA;18;GRANADA;002;Alamedilla                                                            ;297
2015;01;ANDALUCIA;18;GRANADA;003;Albolote                                                              ;2.720
2015;01;ANDALUCIA;18;GRANADA;004;Albondón                                                              ;36
2015;01;ANDALUCIA;18;GRANADA;005;Albuñán                                                               ;0
2015;01;ANDALUCIA;18;GRANADA;006;Albuñol                                                               ;6.366
2015;01;ANDALUCIA;18;GRANADA;007;Albuñuelas                                                            ;0
2015;01;ANDALUCIA;18;GRANADA;010;Aldeire                                                               ;364
2015;01;ANDALUCIA;18;GRANADA;011;Alfacar                                                               ;3.145
2015;01;ANDALUCIA;18;GRANADA;012;Algarinejo                                                            ;1.502
2015;01;ANDALUCIA;18;GRANADA;013;Alhama de Granada                                                     ;2.071
2015;01;ANDALUCIA;18;GRANADA;014;Alhendín                                                              ;9.547
2015;01;ANDALUCIA;18;GRANADA;015;Alicún de Ortega                                                      ;0
2015;01;ANDALUCIA;18;GRANADA;016;Almegíjar                                                             ;0
2015;01;ANDALUCIA;18;GRANADA;017;Almuñécar                                                             ;40.983
2015;01;ANDALUCIA;18;GRANADA;018;Alquife                                                               ;371
2015;01;ANDALUCIA;18;GRANADA;020;Arenas del Rey                                                        ;38
2015;01;ANDALUCIA;18;GRANADA;021;Armilla                                                               ;19.530
2015;01;ANDALUCIA;18;GRANADA;022;Atarfe                                                                ;20.067
2015;01;ANDALUCIA;18;GRANADA;023;Baza                                                                  ;25.553
2015;01;ANDALUCIA;18;GRANADA;024;Beas de Granada                                                       ;0
2015;01;ANDALUCIA;18;GRANADA;025;Beas de Guadix                                                        ;0
2015;01;ANDALUCIA;18;GRANADA;027;Benalúa                                                               ;288
2015;01;ANDALUCIA;18;GRANADA;028;Benalúa de las Villas                                                 ;370
2015;01;ANDALUCIA;18;GRANADA;029;Benamaurel                                                            ;910
2015;01;ANDALUCIA;18;GRANADA;030;Bérchules                                                             ;293
2015;01;ANDALUCIA;18;GRANADA;032;Bubión                                                                ;239
2015;01;ANDALUCIA;18;GRANADA;033;Busquístar                                                            ;71
2015;01;ANDALUCIA;18;GRANADA;034;Cacín                                                                 ;0
2015;01;ANDALUCIA;18;GRANADA;035;Cádiar                                                                ;1.223
2015;01;ANDALUCIA;18;GRANADA;036;Cájar                                                                 ;0
2015;01;ANDALUCIA;18;GRANADA;037;Calicasas                                                             ;434
2015;01;ANDALUCIA;18;GRANADA;038;Campotéjar                                                            ;180
2015;01;ANDALUCIA;18;GRANADA;039;Caniles                                                               ;1.537
2015;01;ANDALUCIA;18;GRANADA;040;Cáñar                                                                 ;0
2015;01;ANDALUCIA;18;GRANADA;042;Capileira                                                             ;13
2015;01;ANDALUCIA;18;GRANADA;043;Carataunas                                                            ;0
2015;01;ANDALUCIA;18;GRANADA;044;Cástaras                                                              ;0
2015;01;ANDALUCIA;18;GRANADA;045;Castilléjar                                                           ;1.495
2015;01;ANDALUCIA;18;GRANADA;046;Castril                                                               ;881
2015;01;ANDALUCIA;18;GRANADA;047;Cenes de la Vega                                                      ;1.645
2015;01;ANDALUCIA;18;GRANADA;048;Cijuela                                                               ;492
2015;01;ANDALUCIA;18;GRANADA;049;Cogollos de Guadix                                                    ;582
2015;01;ANDALUCIA;18;GRANADA;050;Cogollos de la Vega                                                   ;1.270
2015;01;ANDALUCIA;18;GRANADA;051;Colomera                                                              ;318
2015;01;ANDALUCIA;18;GRANADA;053;Cortes de Baza                                                        ;1.099
2015;01;ANDALUCIA;18;GRANADA;054;Cortes y Graena                                                       ;1.170
2015;01;ANDALUCIA;18;GRANADA;056;Cúllar                                                                ;1.122
2015;01;ANDALUCIA;18;GRANADA;057;Cúllar Vega                                                           ;4.815
2015;01;ANDALUCIA;18;GRANADA;059;Chauchina                                                             ;1.359
2015;01;ANDALUCIA;18;GRANADA;061;Chimeneas                                                             ;0
2015;01;ANDALUCIA;18;GRANADA;062;Churriana de la Vega                                                  ;3.732
2015;01;ANDALUCIA;18;GRANADA;063;Darro                                                                 ;174
2015;01;ANDALUCIA;18;GRANADA;064;Dehesas de Guadix                                                     ;0
2015;01;ANDALUCIA;18;GRANADA;065;Dehesas Viejas;155
2015;01;ANDALUCIA;18;GRANADA;066;Deifontes                                                             ;141
2015;01;ANDALUCIA;18;GRANADA;067;Diezma                                                                ;27
2015;01;ANDALUCIA;18;GRANADA;068;Dílar                                                                 ;184
2015;01;ANDALUCIA;18;GRANADA;069;Dólar                                                                 ;15
2015;01;ANDALUCIA;18;GRANADA;070;Dúdar                                                                 ;136
2015;01;ANDALUCIA;18;GRANADA;071;Dúrcal                                                                ;4.201
2015;01;ANDALUCIA;18;GRANADA;072;Escúzar                                                               ;625
2015;01;ANDALUCIA;18;GRANADA;074;Ferreira                                                              ;0
2015;01;ANDALUCIA;18;GRANADA;076;Fonelas                                                               ;367
2015;01;ANDALUCIA;18;GRANADA;078;Freila                                                                ;1.202
2015;01;ANDALUCIA;18;GRANADA;079;Fuente Vaqueros                                                       ;2.388
2015;01;ANDALUCIA;18;GRANADA;082;Galera                                                                ;1.130
2015;01;ANDALUCIA;18;GRANADA;083;Gobernador                                                            ;165
2015;01;ANDALUCIA;18;GRANADA;084;Gójar                                                                 ;3.258
2015;01;ANDALUCIA;18;GRANADA;085;Gor                                                                   ;31
2015;01;ANDALUCIA;18;GRANADA;086;Gorafe                                                                ;47
2015;01;ANDALUCIA;18;GRANADA;087;Granada                                                               ;256.635
2015;01;ANDALUCIA;18;GRANADA;088;Guadahortuna                                                          ;1.107
2015;01;ANDALUCIA;18;GRANADA;089;Guadix                                                                ;7.658
2015;01;ANDALUCIA;18;GRANADA;093;Gualchos                                                              ;712
2015;01;ANDALUCIA;18;GRANADA;094;Güejar Sierra                                                         ;675
2015;01;ANDALUCIA;18;GRANADA;095;Güevéjar                                                              ;603
2015;01;ANDALUCIA;18;GRANADA;096;Huélago                                                               ;288
2015;01;ANDALUCIA;18;GRANADA;097;Huéneja                                                               ;0
2015;01;ANDALUCIA;18;GRANADA;098;Huéscar                                                               ;1.482
2015;01;ANDALUCIA;18;GRANADA;099;Huétor de Santillán                                                   ;615
2015;01;ANDALUCIA;18;GRANADA;100;Huétor Tájar                                                          ;1.936
2015;01;ANDALUCIA;18;GRANADA;101;Huétor Vega                                                           ;0
2015;01;ANDALUCIA;18;GRANADA;102;Illora                                                                ;8.440
2015;01;ANDALUCIA;18;GRANADA;103;Itrabo                                                                ;0
2015;01;ANDALUCIA;18;GRANADA;105;Iznalloz                                                              ;5.094
2015;01;ANDALUCIA;18;GRANADA;107;Jayena                                                                ;207
2015;01;ANDALUCIA;18;GRANADA;108;Jerez del Marquesado                                                  ;276
2015;01;ANDALUCIA;18;GRANADA;109;Jete                                                                  ;0
2015;01;ANDALUCIA;18;GRANADA;111;Jun                                                                   ;1.507
2015;01;ANDALUCIA;18;GRANADA;112;Juviles                                                               ;0
2015;01;ANDALUCIA;18;GRANADA;114;Calahorra (La)                                                        ;170
2015;01;ANDALUCIA;18;GRANADA;115;Láchar                                                                ;3.116
2015;01;ANDALUCIA;18;GRANADA;116;Lanjarón                                                              ;3.615
2015;01;ANDALUCIA;18;GRANADA;117;Lanteira                                                              ;126
2015;01;ANDALUCIA;18;GRANADA;119;Lecrín                                                                ;0
2015;01;ANDALUCIA;18;GRANADA;120;Lentegí                                                               ;0
2015;01;ANDALUCIA;18;GRANADA;121;Lobras                                                                ;0
2015;01;ANDALUCIA;18;GRANADA;122;Loja                                                                  ;17.148
2015;01;ANDALUCIA;18;GRANADA;123;Lugros                                                                ;101
2015;01;ANDALUCIA;18;GRANADA;124;Lújar                                                                 ;210
2015;01;ANDALUCIA;18;GRANADA;126;Malahá (La)                                                           ;130
2015;01;ANDALUCIA;18;GRANADA;127;Maracena                                                              ;14.855
2015;01;ANDALUCIA;18;GRANADA;128;Marchal                                                               ;0
2015;01;ANDALUCIA;18;GRANADA;132;Moclín                                                                ;1.110
2015;01;ANDALUCIA;18;GRANADA;133;Molvízar                                                              ;195
2015;01;ANDALUCIA;18;GRANADA;134;Monachil                                                              ;4.325
2015;01;ANDALUCIA;18;GRANADA;135;Montefrío                                                             ;3.452
2015;01;ANDALUCIA;18;GRANADA;136;Montejícar                                                            ;194
2015;01;ANDALUCIA;18;GRANADA;137;Montillana                                                            ;298
2015;01;ANDALUCIA;18;GRANADA;138;Moraleda de Zafayona                                                  ;663
2015;01;ANDALUCIA;18;GRANADA;140;Motril                                                                ;20.065
2015;01;ANDALUCIA;18;GRANADA;141;Murtas                                                                ;33
2015;01;ANDALUCIA;18;GRANADA;143;Nigüelas                                                              ;0
2015;01;ANDALUCIA;18;GRANADA;144;Nívar                                                                 ;197
2015;01;ANDALUCIA;18;GRANADA;145;Ogíjares                                                              ;5.448
2015;01;ANDALUCIA;18;GRANADA;146;Orce                                                                  ;1.168
2015;01;ANDALUCIA;18;GRANADA;147;Órgiva                                                                ;1.525
2015;01;ANDALUCIA;18;GRANADA;148;Otívar                                                                ;0
2015;01;ANDALUCIA;18;GRANADA;149;Villa de Otura                                                        ;11.321
2015;01;ANDALUCIA;18;GRANADA;150;Padul                                                                 ;1.381
2015;01;ANDALUCIA;18;GRANADA;151;Pampaneira                                                            ;250
2015;01;ANDALUCIA;18;GRANADA;152;Pedro Martínez                                                        ;550
2015;01;ANDALUCIA;18;GRANADA;153;Peligros                                                              ;7.772
2015;01;ANDALUCIA;18;GRANADA;154;Peza (La)                                                             ;95
2015;01;ANDALUCIA;18;GRANADA;157;Pinos Genil                                                           ;201
2015;01;ANDALUCIA;18;GRANADA;158;Pinos Puente                                                          ;3.335
2015;01;ANDALUCIA;18;GRANADA;159;Píñar                                                                 ;717
2015;01;ANDALUCIA;18;GRANADA;161;Polícar                                                               ;17
2015;01;ANDALUCIA;18;GRANADA;162;Polopos                                                               ;2.204
2015;01;ANDALUCIA;18;GRANADA;163;Pórtugos                                                              ;79
2015;01;ANDALUCIA;18;GRANADA;164;Puebla de Don Fadrique                                                ;354
